ExperimentID,Well Position,Cycle,Dye Position,TargetID,FValue,Temperature
a0dc580b-1135-45fd-9b0d-124bece8d066,1,0,0,4ccb6ac5-c935-4595-a2d5-d97439e4243a,0,28.000000
a0dc580b-1135-45fd-9b0d-124bece8d066,2,0,0,4ccb6ac5-c935-4595-a2d5-d97439e4243a,0,28.000000
a0dc580b-1135-45fd-9b0d-124bece8d066,3,0,0,4ccb6ac5-c935-4595-a2d5-d97439e4243a,0,28.000000
a0dc580b-1135-45fd-9b0d-124bece8d066,4,0,0,4ccb6ac5-c935-4595-a2d5-d97439e4243a,0,28.000000
